CodInep	nota
24057096	492,0438717
24057126	743,3744768
24057134	836,6562932
24057169	745,1686352
24057193	705,7917521
24057207	649,0293109
24057436	322,1505757
24057444	806,4116573
24057452	917,3880817
24057525	763,3392058
24057533	488,5676707
24057584	836,1650049
24057606	962,2464102
24057614	359,430717
24057649	673,1810089
24057703	619,4542047
24057711	739,9124404
24057738	591,405177
24057762	757,4796814
24057789	708,5845215
24057797	525,336964
24057800	760,1718669
24057851	555,0640062
24057908	657,307196
24057916	831,3226464
24057924	788,6786173
24057940	610,1858153
24057975	826,5394315
24057991	973,0598957
24058017	913,8282933
24058033	752,1748512
24058092	536,094684
24058190	855,1778384
24058211	763,2059234
24058246	554,2759187
24058254	703,1890917
24058386	530,4655947
24058424	705,996154
24058483	579,4514038
24058505	689,2689096
24058637	619,1507777
24058645	758,7449295
24058661	824,4789329
24058688	871,4622607
24058700	856,987629
24058718	632,5934403
24058777	812,1725783
24058785	654,9974832
24058807	835,4427612
24058823	778,7176631
24058858	742,4022641
24058874	924,8802748
24058882	858,3003662
24058890	554,8967102
24058912	947,7645779
24058920	580,4758576
24058955	626,0630272
24058971	580,7524293
24058998	647,5632423
24059005	506,853753
24059110	944,5246368
24059277	813,067451
24059285	670,8635917
24059293	951,9163763
24059323	792,6405495
24059331	834,3357454
24059340	782,8933521
24059358	640,2046504
24059498	750,003792
24059528	595,5361932
24059536	971,0204346
24059587	454,0302734
24059609	621,9375198
24059692	943,2619429
24059706	829,1132408
24059722	710,7485483
24059749	716,974598
24059811	696,4030658
24059889	485,0281204
24059935	706,4866647
24059943	882,2643015
24059960	678,1263637
24060046	602,8884427
24060100	512,6205944
24060143	565,7224504
24060186	670,4431987
24060208	559,027665
24060267	724,3101173
24060275	660,4814704
24060283	792,1725934
24060372	480,7442307
24060380	659,2582003
24060402	798,5370237
24060674	630,2424268
24060690	539,7029567
24061158	765,3606994
24061506	873,7574466
24061760	605,7605305
24061778	598,1191502
24062278	699,7639884
24062618	501,2968035
24063134	647,1860905
24063584	698,4123691
24063592	555,7770991
24063606	869,1828457
24063614	656,8274739
24063851	796,2182543
24063932	342,8184443
24064009	852,490129
24064068	849,0655692
24064076	721,4513713
24064173	567,0308028
24064343	768,3364903
24064360	701,5154033
24064610	713,1130604
24064785	709,3031848
24064866	607,6828576
24064971	739,823283
24065730	661,3429166
24065919	639,7229744
24065927	550,9109537
24065935	715,6013822
24065943	814,4125908
24065951	867,0445017
24066001	860,3112132
24066052	847,750126
24066397	782,9504563
24066400	637,9997563
24066451	680,6260426
24066613	590,5978168
24066788	767,0594189
24066850	910,7870077
24067024	708,6059028
24067520	558,0528657
24067652	362,7055467
24067857	712,5441394
24067911	938,7357584
24068110	630,2340657
24068411	286,3607967
24068462	782,610266
24068810	663,6764682
24068853	615,6326007
24068861	518,5734808
24068985	710,3250629
24069000	742,3412407
24069027	889,7697764
24069035	784,7180752
24069140	657,1169819
24069159	723,0866357
24069191	728,4140995
24069329	635,0065702
24069388	677,9216482
24069434	674,0370123
24069515	602,1364705
24069574	461,6907783
24069590	563,5355631
24069973	611,7368524
24069990	465,174425
24070084	798,8389974
24070157	526,1788797
24070165	877,0565642
24070300	584,7595075
24070645	601,5152061
24071498	693,7781452
24071587	892,5145853
24071633	870,6207
24071641	684,8081666
24071692	462,6950646
24071870	571,7453296
24071900	834,3911212
24071943	594,4345227
24072028	701,7629442
24072125	773,4963022
24072222	658,7415395
24072257	517,3222993
24072443	709,280533
24073652	369,8678327
24073784	966,2070325
24073938	851,5029711
24073946	692,8357742
24074004	284,5199149
24074020	812,2388312
24074039	652,2092345
24074047	803,1748049
24074209	712,603135
24074225	539,784111
24074250	770,3702622
24074276	882,6963832
24074357	814,6635527
24074527	650,3641101
24074578	553,7459155
24074675	797,2152515
24074705	751,2421658
24074853	619,5145895
24075329	525,3529077
24075710	756,6382731
24075825	666,3019627
24076449	798,5068952
24076945	489,7278252
24077070	709,9043894
24077119	637,2129243
24077208	554,1397126
24077259	764,5698295
24077267	555,5052165
24077330	662,5975729
24077380	889,11282
24077410	718,5172915
24077429	855,8033983
24077496	860,8063186
24077534	872,1021645
24077542	902,1261708
24077577	501,5655516
24077585	827,1351592
24077666	641,9761167
24077682	764,6823657
24077690	705,1753694
24077712	675,4413281
24077720	546,7985339
24077747	816,3173083
24077755	492,0629274
24077798	728,7367893
24077810	790,9122622
24077887	697,1091382
24077925	600,8269969
24077941	842,232189
24078034	823,9132278
24078069	663,4994662
24078123	683,8196393
24078131	557,5071795
24078140	741,0984373
24078166	651,0305008
24078255	708,5264422
24078395	880,5326301
24078409	777,0322985
24078433	799,2092747
24078450	576,6756411
24078468	709,3985725
24078492	642,7726974
24078573	759,7656423
24078620	606,7453349
24078646	705,0650633
24078743	666,7409046
24078948	817,9465736
24079120	725,4544814
24079308	781,4765794
24079375	913,1880435
24079391	667,0606102
24079596	965,5723766
24079634	776,802214
24079642	747,722356
24079669	549,6654948
24079677	608,8252538
24079685	454,5247708
24079715	850,999167
24079782	674,8479396
24079790	304,9452839
24079847	553,3611384
24079936	566,5960582
24080055	599,0380149
24080276	647,3560639
24080403	812,8080356
24080411	761,9735033
24080420	632,98357
24080462	442,5091837
24080470	442,3055612
24080748	702,2316015
24080837	524,0990347
24081124	597,5717453
24081280	659,6217448
24081310	817,766214
24081400	689,4039993
24081426	567,4019828
24081507	672,6209287
24081540	886,4403178
24081612	736,9096851
24081680	689,194766
24081728	582,9668538
24081736	864,8908469
24081752	847,2105643
24081760	940,4988089
24081817	718,3392809
24081930	843,6215366
24081949	674,4107963
24082066	538,0537051
24082074	557,6352426
24082082	673,7657722
24082104	615,5149641
24082120	927,1762724
24082236	645,2659796
24082279	533,0536727
24082309	851,2364525
24082490	671,245837
24082538	653,3634593
24082678	883,0429248
24082686	665,8336939
24083020	457,6802167
24083038	762,2887302
24083046	851,1820962
24083054	524,3608182
24083208	734,4612139
24083364	736,8036892
24083380	705,3416464
24083399	679,0092035
24083453	645,6962295
24083461	792,2476904
24083526	620,1844277
24083550	758,830917
24083704	829,7389233
24083860	688,6368003
24083879	639,6643398
24083933	633,4436392
24083941	622,5783288
24083976	787,5538321
24084042	846,2982376
24084140	834,1201785
24084166	713,8860009
24084174	664,2959907
24084220	708,7828347
24084247	756,8740455
24084263	562,6508423
24084271	767,3243229
24084298	601,3981997
24084301	879,2918855
24084360	709,5945922
24084395	977,5702572
24084409	855,3311799
24084425	715,2134469
24084433	839,9410371
24084468	742,8971592
24084514	751,8408778
24084530	952,8952086
24084620	635,2020844
24084662	642,6692511
24084697	540,1022762
24084727	482,9527745
24084840	743,1517081
24084859	601,2355267
24084905	516,7407649
24084999	848,0810577
24085014	563,3552935
24085073	723,9239502
24085081	605,3269343
24085138	664,2780428
24085170	875,4223775
24085189	931,7061747
24085219	837,1994878
24085260	764,8607323
24085278	534,8927045
24085286	546,3064536
24085294	501,0958402
24085308	840,0885767
24085316	650,5765902
24085332	706,0801702
24085383	734,7609069
24085421	734,0105967
24085472	825,1558182
24085499	453,6554611
24085502	412,7530288
24085561	737,841247
24085588	580,8424623
24085634	849,4011651
24085642	699,8400064
24085650	717,5108028
24085677	591,4570109
24085707	814,4791923
24085723	760,6440834
24085758	906,6862099
24085774	653,0567584
24085790	411,9281826
24085839	962,0676696
24085847	660,4488161
24085880	694,937776
24085936	750,4101307
24085944	816,9511492
24085952	421,1345392
24085960	792,7145305
24085995	707,1385248
24086177	673,2783563
24086223	524,8863429
24086231	693,5190861
24086266	433,3894198
24086282	738,5262709
24086355	583,6327519
24086401	752,053336
24086428	842,828483
24086436	657,9114532
24086460	846,3255778
24086673	384,848874
24086720	541,5825299
24086762	791,0486399
24086770	672,0551668
24086860	833,4614585
24086886	520,952469
24086924	758,2996307
24087017	445,3944577
24087025	876,7397924
24087068	588,8646162
24087084	713,1173799
24087106	719,0960097
24087149	654,6682593
24087157	869,081401
24087165	548,3473496
24087181	793,9672069
24087190	614,7645745
24087203	616,4715422
24087246	521,8432427
24087262	890,1284367
24087270	614,7372121
24087319	904,5078157
24087351	902,6706883
24087378	861,1262993
24087394	681,1961031
24087408	462,0657072
24087424	209,1187434
24087440	661,2308694
24087459	852,7614596
24087505	625,2723522
24087521	944,9676026
24087530	571,969112
24087548	803,0009659
24087629	879,2198914
24087670	738,3183087
24087718	953,6062731
24087726	565,4095494
24087815	535,2957344
24087831	583,9787237
24087858	549,9694787
24087866	551,3143032
24087874	902,9531103
24087890	704,7161118
24087920	763,8382287
24087939	626,4531423
24087955	714,4855407
24087971	930,8627825
24088021	804,5934247
24088030	690,5842424
24088080	788,6553201
24088099	661,6147975
24088110	547,030867
24088170	814,1708468
24089001	734,4758408
24091804	597,7169144
24092207	621,3638991
24095605	636,5318205
24096008	562,4444523
24097004	802,4911365
24097403	586,3438096
24097608	558,668544
24098000	762,7218774
24098400	884,046186
24099007	654,7891632
24099201	631,7806067
24099406	456,3775935
24100005	684,9197671
24100200	948,8259325
24122211	759,5488419
24134201	553,1730304
24183202	662,3068721
24191205	782,8521597
24218219	537,6565564
24226203	896,7433291
24236209	431,7850937
24241202	516,8402639
24248207	781,4631772
24255203	508,511511
24257206	769,7564717
24264202	696,3659901
24273201	741,4087733
24277312	928,4308677
24281301	676,9922187
24284327	550,6690728
24285323	873,5903741
24287318	890,245609
24287326	731,2009462
24289302	669,1518128
24294349	736,436594
24295302	553,2618905
24296325	832,1968991
24298301	762,9469228
24298310	602,4988278
24298328	486,9647453
24298336	808,0022624
24300314	647,1525607
24312304	643,5844913
24322300	740,9526284
24322334	619,608121
24323306	634,9758594
24330302	520,8717956
24331309	756,3375012
24331325	392,0977912
24332305	967,5237234
24333301	739,243793
24334308	728,9667933
24335339	389,1219605
24339318	622,3633257
24344303	892,7864666
24344311	637,8601929
24344320	893,3230119
24350303	611,6649385
24351300	538,9019016
25053990	867,9431187
25061429	664,5115078
25091115	782,1525723
25093010	777,1826673
25093118	810,071128
25093851	875,3141911
25095056	700,7101481
25098349	544,7002807
25105167	338,2847714
25117955	854,4705098
25117963	616,9064834
25120298	463,2357914
25123459	953,311746
25127101	772,3979754
25128485	890,3668231
25128957	718,0843627
25129139	628,4810121
25129210	724,7356429
25138200	838,7478184
25164805	799,6574343
26000202	709,6380599
26000687	790,3155812
26011646	629,510097
26014564	683,9575725
26019833	674,4894988
26020939	835,277177
26020980	591,76563
26021676	527,6696585
26021870	713,3698801
26024667	850,8157413
26024683	783,5371602
26024691	442,006911
26025256	795,9236703
26025370	840,4692891
26025396	914,4340857
26033089	826,173131
26033950	560,4415055
26035545	706,5230787
26036002	303,3524783
26036401	780,6882448
26037556	570,7543566
26039702	888,0229491
26040166	941,0378518
26042525	818,5703714
26047950	630,8921698
26049910	773,6031392
26052083	912,2771402
26053861	755,4170888
26055180	533,5939141
26055198	527,3793807
26055686	756,5905616
26055708	551,0122208
26056607	628,1085919
26057484	722,1533068
26057719	707,0082492
26057727	711,9191614
26058480	921,2912173
26058596	460,5321361
26059029	938,9966806
26064642	725,0748454
26068877	541,4363515
26069679	711,8570069
26070359	698,2526475
26075440	619,2099855
26075458	659,8905165
26075474	622,8632487
26075571	772,3007221
26075610	691,6818049
26075768	592,3632455
26086050	650,3831024
26086840	757,1013425
26086867	844,8086155
26087030	804,3734448
26088010	445,0836771
26088134	492,2232597
26088339	498,7688744
26088827	798,4348337
26089092	451,7513173
26090759	846,264891
26091160	500,7984413
26094614	921,7164283
26094681	611,79769
26095882	746,7601952
26097184	785,1484066
26097257	602,3627397
26097290	767,9209648
26098164	512,2180648
26098911	776,1440309
26101068	852,392062
26101106	511,3450219
26101840	490,5336058
26104601	765,1699365
26106981	720,9174021
26107082	372,014492
26107252	775,2555501
26107503	498,112699
26107627	629,4995792
26107872	585,8703573
26108291	831,7532568
26108526	622,4341294
26108585	586,9233677
26108593	868,8976735
26108631	653,7460647
26108682	566,6915523
26108950	865,9213137
26108992	547,246802
26109077	738,498032
26109166	843,3236023
26109212	507,0859092
26109549	770,3937521
26109689	838,6324133
26109743	891,7031295
26109760	787,8923438
26109786	737,578101
26109964	785,7969382
26110032	773,5578811
26110091	528,867963
26110105	873,6912121
26110334	540,0273697
26110423	840,7239585
26110504	651,9858546
26110580	775,7445732
26110598	890,707018
26110660	490,0583784
26110814	557,2796563
26110822	794,6609569
26110849	647,5717244
26110881	613,8876061
26110920	788,7941487
26111179	960,4877244
26111233	931,8184744
26111713	773,3579961
26111772	796,299339
26111780	790,2144854
26112531	557,6329238
26112558	766,6414285
26112612	700,3807946
26112680	785,6498857
26112728	764,0350124
26112779	453,1666954
26112990	727,7838006
26113171	551,5229321
26113538	755,5272224
26113546	510,9905908
26113635	574,5936537
26113945	610,2163525
26114224	613,1908789
26114313	645,7798565
26114542	387,6961057
26114852	625,7888046
26114917	526,3547005
26115212	584,6930708
26115255	760,0218837
26115441	768,2085685
26115476	538,6953513
26115808	724,9268968
26115824	751,7546723
26116413	814,6648501
26116499	945,1319274
26116715	708,7911312
26116987	497,1995757
26117126	748,9037862
26117282	650,9565108
26117525	443,3234743
26117541	969,0388364
26117576	624,84591
26117584	845,1047052
26117797	732,6111148
26117800	708,5327328
26117975	587,1578046
26117991	628,5333535
26118041	864,5197726
26118084	754,6764868
26118165	348,153583
26118190	828,3420591
26118211	572,8177292
26118262	807,401327
26118270	775,9481106
26118360	765,6364544
26118378	730,4436616
26118645	741,4148912
26118670	953,3807871
26118963	532,9111388
26119200	648,1658967
26119269	592,078454
26119650	767,6909717
26119714	602,0918735
26119889	547,1278926
26119935	979,5907536
26119943	787,2656233
26119986	955,7506546
26120100	807,6741844
26120151	606,7453955
26120208	589,3147785
26120224	949,4457993
26120429	658,1334372
26120712	713,6974661
26120720	433,2475813
26120879	645,9333246
26120968	788,9805629
26120992	714,9672066
26121190	681,7226495
26121310	735,3682606
26121328	923,9652374
26121344	864,1526902
26121360	679,3133167
26121379	528,3764141
26121484	819,0942394
26121506	772,2117416
26121514	771,2642552
26121530	763,8715785
26121557	793,7801086
26121611	755,1200223
26121620	367,3599744
26121638	557,1506716
26121654	646,8044774
26121816	774,587801
26121859	677,9936092
26121948	754,7083951
26121972	771,8989298
26122022	451,7427457
26122081	492,4766705
26122090	701,5284434
26122120	544,0950906
26122154	645,4930788
26122162	871,2539974
26122170	784,0605894
26122189	701,7690874
26122227	872,4858687
26122235	628,9810699
26122278	814,3454743
26122308	894,7263454
26122332	620,7366888
26122405	636,5111277
26122413	640,6989319
26122421	812,9192279
26122464	711,8736342
26122510	813,3027259
26122529	548,6496871
26122618	546,6886729
26122669	788,9672515
26122685	974,9059377
26122715	602,9051754
26122979	679,1320531
26123100	939,0888425
26123150	825,1449238
26123177	539,6534492
26123231	693,2444573
26123266	955,3476782
26123304	654,5996419
26123444	546,658808
26123525	956,8335084
26123630	732,587121
26123720	702,9287877
26123746	837,167283
26123800	865,163342
26124017	697,8097813
26124092	737,0677856
26124106	372,3192308
26124190	807,4820519
26124220	940,6350121
26124394	637,2819263
26124440	803,8920463
26124475	716,8483531
26124599	889,9349527
26124653	691,1099356
26124661	592,1887959
26124670	390,3207941
26124777	572,6193035
26124815	457,4381571
26124939	628,7316567
26125048	877,6411366
26125056	626,9588116
26125072	574,2296235
26125080	597,4751958
26125099	806,417224
26125137	896,4210077
26125218	734,3101833
26125234	905,0526507
26125242	593,8662855
26125250	679,045846
26125277	739,8757458
26125404	721,1151963
26125447	546,2262406
26125510	625,293169
26125544	825,6923104
26125595	533,3833183
26125617	708,6803981
26125625	777,9328579
26125668	645,0028798
26125765	658,1406501
26125781	741,9043573
26125790	700,8668602
26125811	520,1243851
26125900	732,1314565
26125986	550,2982688
26126010	825,0333707
26126052	718,8194397
26126060	914,1517345
26126117	685,3126699
26126125	875,0612763
26126192	714,6496757
26126214	682,9792815
26126311	668,9660734
26126486	476,6316809
26126508	492,6185863
26126583	644,3805937
26126621	739,3553712
26126672	691,22401
26126893	749,8633688
26127091	909,7024105
26127105	814,1213663
26127334	555,7964996
26127415	586,3506233
26127431	890,5457286
26127512	790,9145296
26127520	739,6938332
26127571	648,9632453
26127580	468,087244
26127750	887,6094522
26127857	869,9652017
26127890	881,7238532
26127903	889,3782834
26127970	677,2858828
26128020	737,8363642
26128055	701,5941126
26128063	807,0196298
26128187	487,443865
26128462	768,0468936
26128560	864,5268697
26128594	793,0648296
26128829	581,4212144
26128853	598,512797
26129027	651,8069634
26129035	674,4016038
26129175	611,9034114
26130130	696,706865
26130645	678,7231358
26132540	631,4977293
26133083	668,7994038
26133121	753,1888835
26133199	857,4866759
26133652	518,4119982
26133765	638,3779175
26134002	977,6892919
26134067	781,7819042
26134332	826,7749702
26134350	638,4488466
26134499	608,9100506
26134680	666,6078065
26135400	608,2948593
26135472	733,8869468
26135811	716,4561735
26136162	699,4605999
26136222	688,8105297
26136442	670,381519
26136455	684,0983791
26136879	682,7489938
26137171	657,338432
26137190	527,8559324
26137226	724,6743255
26137255	813,1623802
26137447	467,5125076
26137631	668,5050202
26137852	696,2167372
26137935	546,8989388
26137941	519,5007294
26137950	482,7280801
26137992	838,3936975
26138182	658,6287603
26138220	800,0348758
26138280	723,3007299
26138565	630,8867132
26138590	834,0640265
26138638	601,396964
26139146	707,4117407
26139154	913,6795738
26139588	723,5242185
26139618	628,6530878
26139642	715,71498
26139685	851,74325
26139782	685,1433751
26139820	492,9697836
26139952	771,0697867
26140136	816,2718644
26140500	717,5707909
26140802	604,3854547
26140870	471,6504653
26141132	745,0459021
26141280	578,4215315
26141361	777,6043714
26141515	732,4450101
26141620	827,024668
26142414	955,168235
26142597	842,9246199
26142716	743,5633049
26142724	645,0715192
26143240	668,8837204
26143313	942,7147695
26143330	488,5087012
26143399	703,3614519
26143470	553,8432069
26143534	579,0624699
26143550	474,4470127
26143607	644,4438475
26143640	756,9251478
26143658	838,6845266
26143704	664,6526037
26143739	716,8843251
26143917	365,3575013
26144034	673,4099759
26144085	978,6680468
26144441	452,7093381
26144735	906,4247495
26145103	883,728571
26145405	738,2277473
26146290	949,9057351
26146622	473,46737
26146690	827,5344744
26147130	680,207866
26147378	539,7822709
26147483	702,3124836
26147629	931,2040284
26148064	932,6644288
26148285	727,8951084
26148773	625,376436
26148889	769,0515282
26148943	769,9324165
26149087	857,5064706
26149400	710,4282295
26149737	682,5002087
26150000	478,4259767
26150085	777,9373771
26150603	835,7080117
26150760	927,3235746
26150794	671,8704335
26150832	840,352989
26151278	969,590499
26151588	532,6280247
26151987	698,3135018
26152088	501,3083459
26152207	566,6159108
26152517	676,8253882
26152630	957,8604306
26152681	763,9255818
26152789	515,3656267
26152894	819,8690368
26153050	808,7091515
26153173	792,166612
26153424	793,0851152
26153823	598,7573923
26153866	891,0788134
26153920	858,6356321
26155834	627,0364037
26156202	856,0141145
26156407	589,636221
26156644	969,4341996
26157071	433,569969
26157233	575,5630284
26157292	517,3141495
26157373	820,9146666
26157446	601,8561616
26157454	748,0336995
26157527	790,1831554
26157551	455,1472899
26157640	737,0034954
26158329	765,2126279
26159821	537,969164
26160374	890,7671333
26160447	709,0054896
26161311	538,0352578
26161656	748,3305348
26161958	644,2447158
26162016	679,2534647
26162032	792,5833636
26162075	943,3338515
26162083	406,282454
26162148	598,61372
26162210	685,0986171
26162385	652,8872798
26163039	573,919595
26163411	834,7052021
26163454	736,7761972
26163624	731,4947341
26164060	683,4307621
26164280	910,6364066
26165317	943,9987362
26165783	954,1634731
26165805	725,4648234
26165899	598,4703265
26166607	634,0459349
26166879	804,2472132
26166909	831,8973934
26166976	646,1685934
26167085	536,6720266
26167115	775,1628465
26167298	773,500173
26167352	660,3214036
26167476	630,8937212
26167492	790,7822999
26167522	594,8685877
26167646	591,0691446
26168154	691,3245887
26168170	968,3467865
26168243	606,1657271
26168634	607,9595214
26168669	485,961261
26168812	962,040855
26168944	673,1776789
26169410	726,7640114
26169479	973,1282926
26170051	543,5100282
26170230	700,243507
26170337	613,3602865
